,Province_State,FIPS,Combined_Key,Date,Confirmed_Cases,County_Name,order_code,Face_Masks_Required_in_Public
302,Arizona,4019,"Pima, Arizona, US",2020-11-19,34423,Pima County,2.0,
303,Arizona,4019,"Pima, Arizona, US",2020-11-20,34985,Pima County,2.0,
304,Arizona,4019,"Pima, Arizona, US",2020-11-21,35237,Pima County,2.0,
305,Arizona,4019,"Pima, Arizona, US",2020-11-22,36115,Pima County,2.0,
306,Arizona,4019,"Pima, Arizona, US",2020-11-23,36659,Pima County,2.0,
307,Arizona,4019,"Pima, Arizona, US",2020-11-24,36986,Pima County,2.0,
308,Arizona,4019,"Pima, Arizona, US",2020-11-25,37518,Pima County,2.0,
309,Arizona,4019,"Pima, Arizona, US",2020-11-26,37977,Pima County,2.0,
310,Arizona,4019,"Pima, Arizona, US",2020-11-27,38668,Pima County,2.0,
311,Arizona,4019,"Pima, Arizona, US",2020-11-28,39298,Pima County,2.0,
312,Arizona,4019,"Pima, Arizona, US",2020-11-29,39813,Pima County,2.0,
313,Arizona,4019,"Pima, Arizona, US",2020-11-30,39859,Pima County,2.0,
314,Arizona,4019,"Pima, Arizona, US",2020-12-01,40803,Pima County,2.0,
315,Arizona,4019,"Pima, Arizona, US",2020-12-02,41313,Pima County,2.0,
316,Arizona,4019,"Pima, Arizona, US",2020-12-03,41882,Pima County,2.0,
317,Arizona,4019,"Pima, Arizona, US",2020-12-04,42698,Pima County,2.0,
318,Arizona,4019,"Pima, Arizona, US",2020-12-05,43930,Pima County,2.0,
319,Arizona,4019,"Pima, Arizona, US",2020-12-06,45166,Pima County,2.0,
320,Arizona,4019,"Pima, Arizona, US",2020-12-07,45892,Pima County,2.0,
321,Arizona,4019,"Pima, Arizona, US",2020-12-08,46849,Pima County,2.0,
322,Arizona,4019,"Pima, Arizona, US",2020-12-09,47570,Pima County,2.0,
323,Arizona,4019,"Pima, Arizona, US",2020-12-10,48436,Pima County,2.0,
324,Arizona,4019,"Pima, Arizona, US",2020-12-11,49637,Pima County,2.0,
325,Arizona,4019,"Pima, Arizona, US",2020-12-12,50852,Pima County,2.0,
326,Arizona,4019,"Pima, Arizona, US",2020-12-13,51647,Pima County,2.0,
327,Arizona,4019,"Pima, Arizona, US",2020-12-14,53448,Pima County,2.0,
328,Arizona,4019,"Pima, Arizona, US",2020-12-15,54246,Pima County,2.0,
329,Arizona,4019,"Pima, Arizona, US",2020-12-16,54957,Pima County,2.0,
330,Arizona,4019,"Pima, Arizona, US",2020-12-17,55801,Pima County,2.0,
331,Arizona,4019,"Pima, Arizona, US",2020-12-18,57250,Pima County,2.0,
332,Arizona,4019,"Pima, Arizona, US",2020-12-19,58046,Pima County,2.0,
333,Arizona,4019,"Pima, Arizona, US",2020-12-20,59116,Pima County,2.0,
334,Arizona,4019,"Pima, Arizona, US",2020-12-21,60360,Pima County,2.0,
335,Arizona,4019,"Pima, Arizona, US",2020-12-22,61344,Pima County,2.0,
336,Arizona,4019,"Pima, Arizona, US",2020-12-23,62159,Pima County,2.0,
337,Arizona,4019,"Pima, Arizona, US",2020-12-24,63472,Pima County,2.0,
338,Arizona,4019,"Pima, Arizona, US",2020-12-25,64715,Pima County,2.0,
339,Arizona,4019,"Pima, Arizona, US",2020-12-26,65648,Pima County,2.0,
340,Arizona,4019,"Pima, Arizona, US",2020-12-27,65915,Pima County,2.0,
341,Arizona,4019,"Pima, Arizona, US",2020-12-28,67360,Pima County,2.0,
